Command line: train.py --algorithm qrd3qn --world 5 --stage 1 --episodes 20000 --seed 5413 --gamma 0.95 --lr 0.000125 --model_path checkpoints/qrd3qn_w51_final_93_25.pt
================================================================================
Training started at 20260115-003531
Algorithm: QRD3QN
Environment: SuperMarioBros-5-1-v0
Random Seed: 5413
Resuming from checkpoint: checkpoints/qrd3qn_w51_final_93_25.pt
Total episodes: 20000
Batch size: 64, Learning rate: 0.000125
Memory size: 200000, Target update freq: 500
Quantiles: 51, Kappa: 1.0
Config: Gamma 0.95->0.95, Epsilon 1.0->0.015
================================================================================
Ep    1 |OrigR: 123.0 ShpR: 368.3 |X:  184.0( 184.0) AvgX100: 184.0 |AvgR: 368.3( 368.3)  0 |Ls: 0.0000 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 13814 |OrigR: 734.0 ShpR:1644.9 |X:  805.0(3177.0) AvgX100:1724.9 |AvgR:3553.8(3704.9)1324 |Ls: 0.1176 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (12/100) 272
Ep 13815 |OrigR:1900.0 ShpR:4086.5 |X: 1996.0(3177.0) AvgX100:1728.7 |AvgR:3561.6(3704.9)1325 |Ls: 0.1319 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (12/100) 272
Ep 13816 |OrigR: 739.0 ShpR:1654.9 |X:  810.0(3177.0) AvgX100:1710.7 |AvgR:3524.5(3704.9)1326 |Ls: 0.1542 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (12/100) 272
Ep 13817 |OrigR:1760.0 ShpR:3790.0 |X: 1848.0(3177.0) AvgX100:1726.4 |AvgR:3556.9(3704.9)1327 |Ls: 0.1176 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (12/100) 272
Ep 13818 |OrigR:1822.0 ShpR:3922.7 |X: 1914.0(3177.0) AvgX100:1719.5 |AvgR:3542.6(3704.9)1328 |Ls: 0.1256 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (12/100) 272
Ep 13819 |OrigR: 213.0 ShpR: 559.3 |X:  275.0(3177.0) AvgX100:1715.2 |AvgR:3533.8(3704.9)1329 |Ls: 0.1244 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (12/100) 272
Ep 13820 |OrigR:1756.0 ShpR:3779.6 |X: 1849.0(3177.0) AvgX100:1721.9 |AvgR:3547.4(3704.9)1330 |Ls: 0.1192 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (12/100) 272
Ep 13821 |OrigR: 636.0 ShpR:1443.6 |X:  705.0(3177.0) AvgX100:1715.3 |AvgR:3534.1(3704.9)1331 |Ls: 0.1147 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (12/100) 272
Ep 13822 |OrigR: 860.0 ShpR:1911.0 |X:  938.0(3177.0) AvgX100:1693.0 |AvgR:3486.0(3704.9)1332 |Ls: 0.1524 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (11/100) 272
Ep 13823 |OrigR: 633.0 ShpR:1433.8 |X:  702.0(3177.0) AvgX100:1680.1 |AvgR:3459.5(3704.9)1333 |Ls: 0.1296 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (11/100) 272
Ep 13824 |OrigR: 955.0 ShpR:2111.0 |X: 1034.0(3177.0) AvgX100:1688.4 |AvgR:3476.4(3704.9)1334 |Ls: 0.1321 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (11/100) 272
Ep 13825 |OrigR: 756.0 ShpR:1695.6 |X:  829.0(3177.0) AvgX100:1688.5 |AvgR:3476.7(3704.9)1335 |Ls: 0.1150 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (11/100) 272
Ep 13826 |OrigR:1822.0 ShpR:3922.2 |X: 1913.0(3177.0) AvgX100:1699.3 |AvgR:3498.9(3704.9)1336 |Ls: 0.1331 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (11/100) 272
Ep 13827 |OrigR: 209.0 ShpR: 548.9 |X:  270.0(3177.0) AvgX100:1695.0 |AvgR:3490.0(3704.9)1337 |Ls: 0.1168 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (11/100) 272
Ep 13828 |OrigR: 746.0 ShpR:1671.1 |X:  816.0(3177.0) AvgX100:1671.4 |AvgR:3440.3(3704.9)1338 |Ls: 0.1321 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (10/100) 272
Ep 13829 |OrigR:1901.0 ShpR:4088.6 |X: 1992.0(3177.0) AvgX100:1683.2 |AvgR:3464.7(3704.9)1339 |Ls: 0.1184 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (10/100) 272
Ep 13830 |OrigR:2382.0 ShpR:5093.2 |X: 2488.0(3177.0) AvgX100:1683.2 |AvgR:3464.6(3704.9)1340 |Ls: 0.1157 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (10/100) 272
Ep 13831 |OrigR:1754.0 ShpR:3774.9 |X: 1846.0(3177.0) AvgX100:1692.3 |AvgR:3483.2(3704.9)1341 |Ls: 0.1175 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (10/100) 272
Ep 13832 |OrigR:2502.0 ShpR:5342.2 |X: 2608.0(3177.0) AvgX100:1698.9 |AvgR:3496.7(3704.9)1342 |Ls: 0.1211 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (10/100) 272
Ep 13833 |OrigR:1283.0 ShpR:2797.8 |X: 1364.0(3177.0) AvgX100:1683.7 |AvgR:3465.5(3704.9)1343 |Ls: 0.1284 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (10/100) 272
Ep 13834 |OrigR: 967.0 ShpR:2135.2 |X: 1047.0(3177.0) AvgX100:1675.0 |AvgR:3447.6(3704.9)1344 |Ls: 0.1150 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (10/100) 272
Ep 13835 |OrigR: 740.0 ShpR:1660.0 |X:  812.0(3177.0) AvgX100:1676.1 |AvgR:3449.8(3704.9)1345 |Ls: 0.1324 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (10/100) 272
Ep 13836 |OrigR:1902.0 ShpR:4091.7 |X: 1993.0(3177.0) AvgX100:1687.7 |AvgR:3473.7(3704.9)1346 |Ls: 0.1164 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (10/100) 272
Ep 13837 |OrigR:3069.0 ShpR:6688.9 |X: 3177.0(3177.0) AvgX100:1700.0 |AvgR:3500.6(3704.9)1347 |Ls: 0.1215 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: Y (11/100) 273
Ep 13838 |OrigR:1900.0 ShpR:4085.5 |X: 1991.0(3177.0) AvgX100:1694.8 |AvgR:3489.9(3704.9)1348 |Ls: 0.1327 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (11/100) 273
Ep 13839 |OrigR:2760.0 ShpR:5886.0 |X: 2867.0(3177.0) AvgX100:1707.0 |AvgR:3514.9(3704.9)1349 |Ls: 0.1267 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (11/100) 273
Ep 13840 |OrigR:1107.0 ShpR:2426.2 |X: 1190.0(3177.0) AvgX100:1705.2 |AvgR:3511.1(3704.9)1350 |Ls: 0.1266 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (11/100) 273
Ep 13841 |OrigR: 738.0 ShpR:1653.8 |X:  809.0(3177.0) AvgX100:1687.2 |AvgR:3474.2(3704.9)1351 |Ls: 0.1312 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (11/100) 273
Ep 13842 |OrigR:2498.0 ShpR:5329.3 |X: 2608.0(3177.0) AvgX100:1705.2 |AvgR:3511.1(3704.9)1352 |Ls: 0.1360 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (11/100) 273
Ep 13843 |OrigR: 209.0 ShpR: 548.9 |X:  270.0(3177.0) AvgX100:1681.7 |AvgR:3463.0(3704.9)1353 |Ls: 0.1466 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (11/100) 273
Ep 13844 |OrigR:1105.0 ShpR:2423.5 |X: 1186.0(3177.0) AvgX100:1661.8 |AvgR:3420.2(3704.9)1354 |Ls: 0.1244 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (10/100) 273
Ep 13845 |OrigR:3079.0 ShpR:6716.4 |X: 3177.0(3177.0) AvgX100:1667.3 |AvgR:3433.7(3704.9)1355 |Ls: 0.1471 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: Y (11/100) 274
Ep 13846 |OrigR:2793.0 ShpR:5954.8 |X: 2903.0(3177.0) AvgX100:1688.1 |AvgR:3476.2(3704.9)1356 |Ls: 0.1196 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (11/100) 274
Ep 13847 |OrigR:3079.0 ShpR:6715.9 |X: 3177.0(3177.0) AvgX100:1693.7 |AvgR:3489.8(3704.9)1357 |Ls: 0.1374 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: Y (12/100) 275
Ep 13848 |OrigR:1775.0 ShpR:3824.5 |X: 1867.0(3177.0) AvgX100:1692.9 |AvgR:3488.1(3704.9)1358 |Ls: 0.1156 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (12/100) 275
Ep 13849 |OrigR:1858.0 ShpR:4001.3 |X: 1949.0(3177.0) AvgX100:1685.4 |AvgR:3472.6(3704.9)1359 |Ls: 0.1291 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (12/100) 275
Ep 13850 |OrigR:3067.0 ShpR:6698.2 |X: 3177.0(3177.0) AvgX100:1698.7 |AvgR:3501.7(3704.9)1360 |Ls: 0.1334 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: Y (13/100) 276
Ep 13851 |OrigR: 633.0 ShpR:1437.3 |X:  702.0(3177.0) AvgX100:1673.9 |AvgR:3449.2(3704.9)1361 |Ls: 0.1141 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (12/100) 276
Ep 13852 |OrigR:1535.0 ShpR:3324.5 |X: 1620.0(3177.0) AvgX100:1683.1 |AvgR:3468.0(3704.9)1362 |Ls: 0.1292 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (12/100) 276
Ep 13853 |OrigR:2507.0 ShpR:5352.7 |X: 2608.0(3177.0) AvgX100:1702.2 |AvgR:3507.2(3704.9)1363 |Ls: 0.1234 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (12/100) 276
Ep 13854 |OrigR:3076.0 ShpR:6723.1 |X: 3177.0(3177.0) AvgX100:1708.0 |AvgR:3521.4(3704.9)1364 |Ls: 0.1308 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: Y (13/100) 277
Ep 13855 |OrigR: 620.0 ShpR:1405.5 |X:  691.0(3177.0) AvgX100:1707.8 |AvgR:3521.1(3704.9)1365 |Ls: 0.1483 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (13/100) 277
Ep 13856 |OrigR:2682.0 ShpR:5723.7 |X: 2789.0(3177.0) AvgX100:1716.8 |AvgR:3539.5(3704.9)1366 |Ls: 0.1245 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (13/100) 277
Ep 13857 |OrigR:2500.0 ShpR:5332.5 |X: 2606.0(3177.0) AvgX100:1711.1 |AvgR:3525.7(3704.9)1367 |Ls: 0.1206 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (12/100) 277
Ep 13858 |OrigR:3070.0 ShpR:6692.0 |X: 3177.0(3177.0) AvgX100:1715.1 |AvgR:3535.7(3704.9)1368 |Ls: 0.1312 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: Y (13/100) 278
Ep 13859 |OrigR:2774.0 ShpR:5915.9 |X: 2882.0(3177.0) AvgX100:1725.4 |AvgR:3556.9(3704.9)1369 |Ls: 0.1307 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (13/100) 278
Ep 13860 |OrigR: 145.0 ShpR: 415.5 |X:  205.0(3177.0) AvgX100:1719.1 |AvgR:3544.0(3704.9)1370 |Ls: 0.1215 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (13/100) 278
Ep 13861 |OrigR:1900.0 ShpR:4086.5 |X: 1991.0(3177.0) AvgX100:1719.9 |AvgR:3545.7(3704.9)1371 |Ls: 0.1341 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (13/100) 278
Ep 13862 |OrigR: 633.0 ShpR:1433.3 |X:  703.0(3177.0) AvgX100:1707.5 |AvgR:3520.1(3704.9)1372 |Ls: 0.1368 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (13/100) 278
Ep 13863 |OrigR: 759.0 ShpR:1702.4 |X:  831.0(3177.0) AvgX100:1708.8 |AvgR:3522.8(3704.9)1373 |Ls: 0.1128 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (13/100) 278
Ep 13864 |OrigR:1855.0 ShpR:3992.0 |X: 1951.0(3177.0) AvgX100:1720.1 |AvgR:3546.1(3704.9)1374 |Ls: 0.1311 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (13/100) 278
Ep 13865 |OrigR: 633.0 ShpR:1437.3 |X:  702.0(3177.0) AvgX100:1719.1 |AvgR:3543.9(3704.9)1375 |Ls: 0.1205 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (13/100) 278
Ep 13866 |OrigR: 932.0 ShpR:2061.7 |X: 1010.0(3177.0) AvgX100:1721.0 |AvgR:3547.9(3704.9)1376 |Ls: 0.1146 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (13/100) 278
Ep 13867 |OrigR: 742.0 ShpR:1661.7 |X:  812.0(3177.0) AvgX100:1721.0 |AvgR:3547.9(3704.9)1377 |Ls: 0.1115 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (13/100) 278
Ep 13868 |OrigR:1759.0 ShpR:3791.4 |X: 1849.0(3177.0) AvgX100:1731.1 |AvgR:3568.7(3704.9)1378 |Ls: 0.1544 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (13/100) 278
Ep 13869 |OrigR: 742.0 ShpR:1661.7 |X:  812.0(3177.0) AvgX100:1730.9 |AvgR:3568.3(3704.9)1379 |Ls: 0.1320 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (13/100) 278
Ep 13870 |OrigR:1902.0 ShpR:4089.7 |X: 1993.0(3177.0) AvgX100:1730.9 |AvgR:3568.3(3704.9)1380 |Ls: 0.1363 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (13/100) 278
Ep 13871 |OrigR:2385.0 ShpR:5100.0 |X: 2491.0(3177.0) AvgX100:1729.0 |AvgR:3564.3(3704.9)1381 |Ls: 0.1387 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (13/100) 278
Ep 13872 |OrigR:2482.0 ShpR:5290.7 |X: 2607.0(3177.0) AvgX100:1723.3 |AvgR:3550.0(3704.9)1382 |Ls: 0.1235 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (12/100) 278
Ep 13873 |OrigR:2076.0 ShpR:4455.6 |X: 2170.0(3177.0) AvgX100:1716.3 |AvgR:3535.7(3704.9)1383 |Ls: 0.1267 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (12/100) 278
Ep 13874 |OrigR: 739.0 ShpR:1654.4 |X:  810.0(3177.0) AvgX100:1704.5 |AvgR:3511.2(3704.9)1384 |Ls: 0.1205 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (12/100) 278
Ep 13875 |OrigR:2506.0 ShpR:5350.1 |X: 2608.0(3177.0) AvgX100:1702.5 |AvgR:3507.2(3704.9)1385 |Ls: 0.1497 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (12/100) 278
Ep 13876 |OrigR:2684.0 ShpR:5711.9 |X: 2816.0(3177.0) AvgX100:1722.3 |AvgR:3547.3(3704.9)1386 |Ls: 0.1361 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (12/100) 278
Ep 13877 |OrigR:1758.0 ShpR:3784.8 |X: 1847.0(3177.0) AvgX100:1732.5 |AvgR:3568.1(3704.9)1387 |Ls: 0.1376 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (12/100) 278
Ep 13878 |OrigR:1894.0 ShpR:4072.9 |X: 1990.0(3177.0) AvgX100:1724.3 |AvgR:3551.3(3704.9)1388 |Ls: 0.1263 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (12/100) 278
Ep 13879 |OrigR:1779.0 ShpR:3835.4 |X: 1869.0(3177.0) AvgX100:1714.9 |AvgR:3532.0(3704.9)1389 |Ls: 0.1452 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (12/100) 278
Ep 13880 |OrigR: 741.0 ShpR:1660.1 |X:  815.0(3177.0) AvgX100:1691.3 |AvgR:3481.4(3704.9)1390 |Ls: 0.1190 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (11/100) 278
Ep 13881 |OrigR:2415.0 ShpR:5163.0 |X: 2520.0(3177.0) AvgX100:1699.3 |AvgR:3497.6(3704.9)1391 |Ls: 0.1268 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (11/100) 278
Ep 13882 |OrigR: 746.0 ShpR:1673.6 |X:  817.0(3177.0) AvgX100:1675.7 |AvgR:3447.9(3704.9)1392 |Ls: 0.1414 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (10/100) 278
Ep 13883 |OrigR:2504.0 ShpR:5348.9 |X: 2609.0(3177.0) AvgX100:1693.6 |AvgR:3484.7(3704.9)1393 |Ls: 0.1200 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (10/100) 278
Ep 13884 |OrigR:1761.0 ShpR:3791.6 |X: 1849.0(3177.0) AvgX100:1693.2 |AvgR:3483.7(3704.9)1394 |Ls: 0.1332 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (10/100) 278
Ep 13885 |OrigR:2366.0 ShpR:5056.1 |X: 2467.0(3177.0) AvgX100:1686.0 |AvgR:3467.4(3704.9)1395 |Ls: 0.1424 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (9/100) 278
Ep 13886 |OrigR: 139.0 ShpR: 404.9 |X:  200.0(3177.0) AvgX100:1679.7 |AvgR:3454.5(3704.9)1396 |Ls: 0.0931 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (9/100) 278
Ep 13887 |OrigR: 732.0 ShpR:1639.2 |X:  806.0(3177.0) AvgX100:1679.7 |AvgR:3454.3(3704.9)1397 |Ls: 0.1153 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (9/100) 278
Ep 13888 |OrigR: 762.0 ShpR:1703.2 |X:  834.0(3177.0) AvgX100:1663.2 |AvgR:3420.5(3704.9)1398 |Ls: 0.1379 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (9/100) 278
Ep 13889 |OrigR: 737.0 ShpR:1649.2 |X:  807.0(3177.0) AvgX100:1652.7 |AvgR:3399.1(3704.9)1399 |Ls: 0.1113 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (9/100) 278
Ep 13890 |OrigR: 740.0 ShpR:1656.5 |X:  810.0(3177.0) AvgX100:1652.5 |AvgR:3398.5(3704.9)1400 |Ls: 0.1606 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (9/100) 278
Ep 13891 |OrigR: 731.0 ShpR:1635.6 |X:  809.0(3177.0) AvgX100:1650.5 |AvgR:3394.2(3704.9)1401 |Ls: 0.1215 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (9/100) 278
Ep 13892 |OrigR: 745.0 ShpR:1669.0 |X:  816.0(3177.0) AvgX100:1626.9 |AvgR:3343.8(3704.9)1402 |Ls: 0.1354 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (8/100) 278
Ep 13893 |OrigR:2660.0 ShpR:5665.5 |X: 2785.0(3177.0) AvgX100:1635.6 |AvgR:3361.2(3704.9)1403 |Ls: 0.1304 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (8/100) 278
Ep 13894 |OrigR: 737.0 ShpR:1651.7 |X:  808.0(3177.0) AvgX100:1611.9 |AvgR:3310.6(3704.9)1404 |Ls: 0.1035 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (7/100) 278
Ep 13895 |OrigR: 737.0 ShpR:1651.7 |X:  808.0(3177.0) AvgX100:1609.8 |AvgR:3306.2(3704.9)1405 |Ls: 0.1410 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (7/100) 278
Ep 13896 |OrigR: 935.0 ShpR:2067.5 |X: 1010.0(3177.0) AvgX100:1617.2 |AvgR:3321.4(3704.9)1406 |Ls: 0.1289 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (7/100) 278
Ep 13897 |OrigR: 737.0 ShpR:1651.7 |X:  808.0(3177.0) AvgX100:1596.2 |AvgR:3278.5(3704.9)1407 |Ls: 0.1412 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (7/100) 278
Ep 13898 |OrigR:2056.0 ShpR:4414.1 |X: 2150.0(3177.0) AvgX100:1599.3 |AvgR:3284.8(3704.9)1408 |Ls: 0.1266 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (7/100) 278
Ep 13899 |OrigR:2787.0 ShpR:5943.2 |X: 2896.0(3177.0) AvgX100:1620.0 |AvgR:3327.4(3704.9)1409 |Ls: 0.1159 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (7/100) 278
Ep 13900 |OrigR: 637.0 ShpR:1445.7 |X:  706.0(3177.0) AvgX100:1602.4 |AvgR:3291.2(3704.9)1410 |Ls: 0.1213 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (7/100) 278
Ep 13901 |OrigR:1904.0 ShpR:4095.9 |X: 1996.0(3177.0) AvgX100:1615.3 |AvgR:3317.7(3704.9)1411 |Ls: 0.1195 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (7/100) 278
Ep 13902 |OrigR:2377.0 ShpR:5079.7 |X: 2489.0(3177.0) AvgX100:1620.3 |AvgR:3327.6(3704.9)1412 |Ls: 0.1224 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (7/100) 278
Ep 13903 |OrigR:1529.0 ShpR:3306.4 |X: 1619.0(3177.0) AvgX100:1629.4 |AvgR:3346.3(3704.9)1413 |Ls: 0.1202 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (7/100) 278
Ep 13904 |OrigR: 634.0 ShpR:1437.4 |X:  702.0(3177.0) AvgX100:1626.3 |AvgR:3339.9(3704.9)1414 |Ls: 0.1211 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (7/100) 278
Ep 13905 |OrigR:2767.0 ShpR:5897.7 |X: 2881.0(3177.0) AvgX100:1630.4 |AvgR:3348.3(3704.9)1415 |Ls: 0.1292 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (7/100) 278
Ep 13906 |OrigR:2523.0 ShpR:5388.3 |X: 2626.0(3177.0) AvgX100:1648.3 |AvgR:3385.1(3704.9)1416 |Ls: 0.1371 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (7/100) 278
Ep 13907 |OrigR: 385.0 ShpR: 919.5 |X:  450.0(3177.0) AvgX100:1621.0 |AvgR:3330.1(3704.9)1417 |Ls: 0.1135 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (6/100) 278
Ep 13908 |OrigR:1901.0 ShpR:4089.6 |X: 1992.0(3177.0) AvgX100:1632.7 |AvgR:3354.0(3704.9)1418 |Ls: 0.1253 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (6/100) 278
Ep 13909 |OrigR:1285.0 ShpR:2801.0 |X: 1366.0(3177.0) AvgX100:1640.0 |AvgR:3369.2(3704.9)1419 |Ls: 0.1233 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (6/100) 278
Ep 13910 |OrigR:1902.0 ShpR:4090.7 |X: 1993.0(3177.0) AvgX100:1631.3 |AvgR:3351.1(3704.9)1420 |Ls: 0.1374 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (6/100) 278
Ep 13911 |OrigR: 735.0 ShpR:1646.5 |X:  807.0(3177.0) AvgX100:1631.2 |AvgR:3351.1(3704.9)1421 |Ls: 0.1299 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (6/100) 278
Ep 13912 |OrigR:1757.0 ShpR:3784.2 |X: 1847.0(3177.0) AvgX100:1631.2 |AvgR:3351.0(3704.9)1422 |Ls: 0.1087 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (6/100) 278
Ep 13913 |OrigR:1901.0 ShpR:4088.6 |X: 1992.0(3177.0) AvgX100:1644.1 |AvgR:3377.8(3704.9)1423 |Ls: 0.1194 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (6/100) 278
Ep 13914 |OrigR: 210.0 ShpR: 553.5 |X:  272.0(3177.0) AvgX100:1638.8 |AvgR:3366.8(3704.9)1424 |Ls: 0.1012 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (6/100) 278
Ep 13915 |OrigR:3072.0 ShpR:6698.7 |X: 3177.0(3177.0) AvgX100:1650.6 |AvgR:3393.0(3704.9)1425 |Ls: 0.1165 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: Y (7/100) 279
Ep 13916 |OrigR:3066.0 ShpR:6681.1 |X: 3177.0(3177.0) AvgX100:1674.3 |AvgR:3443.2(3704.9)1426 |Ls: 0.1252 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: Y (8/100) 280
Ep 13917 |OrigR:2982.0 ShpR:6477.2 |X: 3177.0(3177.0) AvgX100:1687.5 |AvgR:3470.1(3704.9)1427 |Ls: 0.1361 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: Y (9/100) 281
