Command line: train_new_replay_bonus_clear.py
================================================================================
Training started at 20260416-170303
Algorithm: QRD3QN
Environment: SuperMarioBros-1-3-v0
Random Seed: 42
Starting training from scratch (no resume)
Total episodes: 40000
Batch size: 64, Learning rate: 0.000125
Memory size: 200000, Target update freq: 500
Quantiles: 51, Kappa: 1.0
Config: Gamma 0.95->0.95, Epsilon 1.0->0.015
Death-Zone Boost: window=150 min_samples=30 spread_thresh=100.0 boost_eps=0.35 duration=200 cooldown=100 x_offset=200.0 min_x=300.0
Replay Bonus: enabled=True bonus_window=200 success_margin=120 bonus_factor=3.0 clear_on_spread=True clear_spread_threshold=100.0 use_age_decay=False
================================================================================
Ep   12 |OrigR: 271.0 ShpR: 654.6 |X: 382.0( 382.0) AvgX100: 290.1 |AvgR: 441.2 |Ls:0.0634 |Eps:0.9704 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:  N/A BS:  N/A    --- |SP:  N/A | RB:  - | CLR:  -
Ep   13 |OrigR: 129.0 ShpR: 480.9 |X: 333.0( 382.0) AvgX100: 293.4 |AvgR: 444.2 |Ls:0.0854 |Eps:0.9680 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:  N/A BS:  N/A    --- |SP:  N/A | RB:  - | CLR:  -
Ep   14 |OrigR: 158.0 ShpR: 406.8 |X: 279.0( 382.0) AvgX100: 292.4 |AvgR: 441.6 |Ls:0.1168 |Eps:0.9656 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:  N/A BS:  N/A    --- |SP:  N/A | RB:  - | CLR:  -
Ep   15 |OrigR: 147.0 ShpR: 388.7 |X: 266.0( 382.0) AvgX100: 290.6 |AvgR: 438.0 |Ls:0.1283 |Eps:0.9631 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:  N/A BS:  N/A    --- |SP:  N/A | RB:  - | CLR:  -
Ep   16 |OrigR: 193.0 ShpR: 500.3 |X: 287.0( 382.0) AvgX100: 290.4 |AvgR: 441.9 |Ls:0.1336 |Eps:0.9607 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:  N/A BS:  N/A    --- |SP:  N/A | RB:  - | CLR:  -
Ep   17 |OrigR: 202.0 ShpR: 525.7 |X: 278.0( 382.0) AvgX100: 289.6 |AvgR: 446.9 |Ls:0.1417 |Eps:0.9583 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:  N/A BS:  N/A    --- |SP:  N/A | RB:  - | CLR:  -
Ep   18 |OrigR: 176.0 ShpR: 447.6 |X: 298.0( 382.0) AvgX100: 290.1 |AvgR: 446.9 |Ls:0.1629 |Eps:0.9559 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:  N/A BS:  N/A    --- |SP:  N/A | RB:  - | CLR:  -
Ep   19 |OrigR:  88.0 ShpR: 237.3 |X: 256.0( 382.0) AvgX100: 288.3 |AvgR: 435.9 |Ls:0.1659 |Eps:0.9536 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:  N/A BS:  N/A    --- |SP:  N/A | RB:  - | CLR:  -
Ep   20 |OrigR: 208.0 ShpR: 537.8 |X: 284.0( 382.0) AvgX100: 288.1 |AvgR: 441.0 |Ls:0.1433 |Eps:0.9512 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:  N/A BS:  N/A    --- |SP:  N/A | RB:  - | CLR:  -
Ep   21 |OrigR: 208.0 ShpR: 539.3 |X: 281.0( 382.0) AvgX100: 287.8 |AvgR: 445.7 |Ls:0.1644 |Eps:0.9488 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:  N/A BS:  N/A    --- |SP:  N/A | RB:  - | CLR:  -
Ep   22 |OrigR: 151.0 ShpR: 390.6 |X: 288.0( 382.0) AvgX100: 287.8 |AvgR: 443.1 |Ls:0.1848 |Eps:0.9464 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:  N/A BS:  N/A    --- |SP:  N/A | RB:  - | CLR:  -
Ep   23 |OrigR: 290.0 ShpR: 705.0 |X: 374.0( 382.0) AvgX100: 291.5 |AvgR: 454.5 |Ls:0.2194 |Eps:0.9441 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:  N/A BS:  N/A    --- |SP:  N/A | RB:  - | CLR:  -
Ep   24 |OrigR: 205.0 ShpR: 535.5 |X: 278.0( 382.0) AvgX100: 291.0 |AvgR: 457.9 |Ls:0.1929 |Eps:0.9417 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:  N/A BS:  N/A    --- |SP:  N/A | RB:  - | CLR:  -
Ep   25 |OrigR: 160.0 ShpR: 402.0 |X: 312.0( 382.0) AvgX100: 291.8 |AvgR: 455.7 |Ls:0.2496 |Eps:0.9393 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:  N/A BS:  N/A    --- |SP:  N/A | RB:  - | CLR:  -
Ep   26 |OrigR: 220.0 ShpR: 560.0 |X: 299.0( 382.0) AvgX100: 292.1 |AvgR: 459.7 |Ls:0.2877 |Eps:0.9370 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:  N/A BS:  N/A    --- |SP:  N/A | RB:  - | CLR:  -
Ep   27 |OrigR: 125.0 ShpR: 325.5 |X: 272.0( 382.0) AvgX100: 291.3 |AvgR: 454.7 |Ls:0.3296 |Eps:0.9346 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:  N/A BS:  N/A    --- |SP:  N/A | RB:  - | CLR:  -
Ep   28 |OrigR: 174.0 ShpR: 451.9 |X: 284.0( 382.0) AvgX100: 291.1 |AvgR: 454.6 |Ls:0.3672 |Eps:0.9323 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:  N/A BS:  N/A    --- |SP:  N/A | RB:  - | CLR:  -
Ep   29 |OrigR:  16.0 ShpR:  81.6 |X: 281.0( 382.0) AvgX100: 290.7 |AvgR: 441.8 |Ls:0.5566 |Eps:0.9300 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:  N/A BS:  N/A    --- |SP:  N/A | RB:  - | CLR:  -
Ep   30 |OrigR:  88.0 ShpR: 229.3 |X: 278.0( 382.0) AvgX100: 290.3 |AvgR: 434.7 |Ls:0.5868 |Eps:0.9277 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.6 BS:300.0 B200 |SP: 18.6 | RB:  - | CLR:  -
Ep   31 |OrigR: 178.0 ShpR: 469.3 |X: 270.0( 382.0) AvgX100: 289.6 |AvgR: 435.8 |Ls:0.5101 |Eps:0.9253 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.5 BS:300.0 B199 |SP: 19.5 | RB:  - | CLR:  -
Ep   32 |OrigR: 162.0 ShpR: 422.2 |X: 274.0( 382.0) AvgX100: 289.2 |AvgR: 435.4 |Ls:0.5605 |Eps:0.9230 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.4 BS:300.0 B198 |SP: 19.4 | RB:  - | CLR:  -
Ep   33 |OrigR:  94.0 ShpR: 242.4 |X: 286.0( 382.0) AvgX100: 289.1 |AvgR: 429.5 |Ls:0.4609 |Eps:0.9207 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.2 BS:300.0 B197 |SP: 19.2 | RB:  - | CLR:  -
Ep   34 |OrigR: 152.0 ShpR: 399.2 |X: 274.0( 382.0) AvgX100: 288.6 |AvgR: 428.6 |Ls:0.4042 |Eps:0.9184 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.1 BS:300.0 B196 |SP: 19.1 | RB:  - | CLR:  -
Ep   35 |OrigR: 228.0 ShpR: 582.3 |X: 305.0( 382.0) AvgX100: 289.1 |AvgR: 433.0 |Ls:0.3842 |Eps:0.9161 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.9 BS:300.0 B195 |SP: 19.9 | RB:  - | CLR:  -
Ep   36 |OrigR: 198.0 ShpR: 511.8 |X: 283.0( 382.0) AvgX100: 288.9 |AvgR: 435.2 |Ls:0.4099 |Eps:0.9138 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.8 BS:300.0 B194 |SP: 18.8 | RB:  - | CLR:  -
Ep   37 |OrigR: 202.0 ShpR: 518.2 |X: 297.0( 382.0) AvgX100: 289.1 |AvgR: 437.4 |Ls:0.3919 |Eps:0.9115 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.6 BS:300.0 B193 |SP: 17.6 | RB:  - | CLR:  -
Ep   38 |OrigR: 122.0 ShpR: 323.7 |X: 272.0( 382.0) AvgX100: 288.7 |AvgR: 434.5 |Ls:0.3950 |Eps:0.9093 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.4 BS:300.0 B192 |SP: 18.4 | RB:  - | CLR:  -
Ep   39 |OrigR: 173.0 ShpR: 448.3 |X: 278.0( 382.0) AvgX100: 288.4 |AvgR: 434.8 |Ls:0.5877 |Eps:0.9070 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.3 BS:300.0 B191 |SP: 19.3 | RB:  - | CLR:  -
Ep   40 |OrigR: 159.0 ShpR: 421.9 |X: 259.0( 382.0) AvgX100: 287.7 |AvgR: 434.5 |Ls:0.5445 |Eps:0.9047 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.1 BS:300.0 B190 |SP: 19.1 | RB:  - | CLR:  -
Ep   41 |OrigR: 115.0 ShpR: 308.0 |X: 258.0( 382.0) AvgX100: 287.0 |AvgR: 431.4 |Ls:0.5817 |Eps:0.9025 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.0 BS:300.0 B189 |SP: 19.0 | RB:  - | CLR:  -
Ep   42 |OrigR: 178.0 ShpR: 451.8 |X: 308.0( 382.0) AvgX100: 287.5 |AvgR: 431.9 |Ls:0.6192 |Eps:0.9002 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.9 BS:300.0 B188 |SP: 19.9 | RB:  - | CLR:  -
Ep   43 |OrigR: 165.0 ShpR: 434.0 |X: 274.0( 382.0) AvgX100: 287.1 |AvgR: 431.9 |Ls:0.6672 |Eps:0.8980 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.7 BS:300.0 B187 |SP: 19.7 | RB:  - | CLR:  -
Ep   44 |OrigR: 156.0 ShpR: 406.6 |X: 282.0( 382.0) AvgX100: 287.0 |AvgR: 431.4 |Ls:0.6871 |Eps:0.8957 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.6 BS:300.0 B186 |SP: 19.6 | RB:  - | CLR:  -
Ep   45 |OrigR: 195.0 ShpR: 519.0 |X: 273.0( 382.0) AvgX100: 286.7 |AvgR: 433.3 |Ls:0.6703 |Eps:0.8935 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.4 BS:300.0 B185 |SP: 19.4 | RB:  - | CLR:  -
Ep   46 |OrigR: 161.0 ShpR: 419.6 |X: 280.0( 382.0) AvgX100: 286.6 |AvgR: 433.0 |Ls:0.7590 |Eps:0.8912 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.2 BS:300.0 B184 |SP: 19.2 | RB:  - | CLR:  -
Ep   47 |OrigR: 495.0 ShpR:1135.5 |X: 578.0( 578.0) AvgX100: 292.8 |AvgR: 448.0 |Ls:0.6608 |Eps:0.8890 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:299.6 BS:300.0 B183 |SP: 20.6 | RB: 72 | CLR:  -
Ep   48 |OrigR: 184.0 ShpR: 476.9 |X: 278.0( 578.0) AvgX100: 292.5 |AvgR: 448.6 |Ls:0.8395 |Eps:0.8868 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.9 BS:300.0 B182 |SP: 19.9 | RB:  - | CLR:  -
Ep   49 |OrigR: 150.0 ShpR: 388.5 |X: 281.0( 578.0) AvgX100: 292.2 |AvgR: 447.3 |Ls:0.8905 |Eps:0.8846 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.8 BS:300.0 B181 |SP: 19.8 | RB:  - | CLR:  -
Ep   50 |OrigR: 211.0 ShpR: 544.1 |X: 280.0( 578.0) AvgX100: 292.0 |AvgR: 449.3 |Ls:1.0084 |Eps:0.8824 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.6 BS:300.0 B180 |SP: 19.1 | RB:  - | CLR:  -
Ep   51 |OrigR: 322.0 ShpR: 781.7 |X: 393.0( 578.0) AvgX100: 294.0 |AvgR: 455.8 |Ls:1.0535 |Eps:0.8802 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:302.0 BS:300.0 B179 |SP: 22.0 | RB:  - | CLR:  -
Ep   52 |OrigR: 188.0 ShpR: 495.8 |X: 260.0( 578.0) AvgX100: 293.3 |AvgR: 456.6 |Ls:1.0484 |Eps:0.8780 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:301.1 BS:300.0 B178 |SP: 21.6 | RB:  - | CLR:  -
Ep   53 |OrigR: 188.0 ShpR: 485.8 |X: 282.0( 578.0) AvgX100: 293.1 |AvgR: 457.1 |Ls:1.0664 |Eps:0.8758 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:300.2 BS:300.0 B177 |SP: 20.2 | RB:  - | CLR:  -
Ep   54 |OrigR: 168.0 ShpR: 453.8 |X: 274.0( 578.0) AvgX100: 292.7 |AvgR: 457.0 |Ls:1.0379 |Eps:0.8736 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:299.3 BS:300.0 B176 |SP: 19.8 | RB:  - | CLR:  -
Ep   55 |OrigR: 203.0 ShpR: 528.3 |X: 275.0( 578.0) AvgX100: 292.4 |AvgR: 458.3 |Ls:0.9803 |Eps:0.8714 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.9 BS:300.0 B175 |SP: 19.9 | RB:  - | CLR:  -
Ep   56 |OrigR: 269.0 ShpR: 643.4 |X: 397.0( 578.0) AvgX100: 294.3 |AvgR: 461.6 |Ls:0.9707 |Eps:0.8692 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:303.5 BS:300.0 B174 |SP: 24.0 | RB:  - | CLR:  -
Ep   57 |OrigR: 216.0 ShpR: 556.6 |X: 293.0( 578.0) AvgX100: 294.3 |AvgR: 463.3 |Ls:0.8255 |Eps:0.8670 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:302.6 BS:300.0 B173 |SP: 22.6 | RB:  - | CLR:  -
Ep   58 |OrigR: 193.0 ShpR: 500.3 |X: 274.0( 578.0) AvgX100: 293.9 |AvgR: 463.9 |Ls:0.7798 |Eps:0.8649 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:301.7 BS:300.0 B172 |SP: 22.2 | RB:  - | CLR:  -
Ep   59 |OrigR: 177.0 ShpR: 457.2 |X: 281.0( 578.0) AvgX100: 293.7 |AvgR: 463.8 |Ls:0.7954 |Eps:0.8627 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:300.8 BS:300.0 B171 |SP: 20.8 | RB:  - | CLR:  -
Ep   60 |OrigR: 137.0 ShpR: 359.7 |X: 268.0( 578.0) AvgX100: 293.3 |AvgR: 462.1 |Ls:0.7174 |Eps:0.8605 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:299.9 BS:300.0 B170 |SP: 20.4 | RB:  - | CLR:  -
Ep   61 |OrigR: 129.0 ShpR: 355.9 |X: 273.0( 578.0) AvgX100: 292.9 |AvgR: 460.4 |Ls:0.7538 |Eps:0.8584 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:299.0 BS:300.0 B169 |SP: 20.0 | RB:  - | CLR:  -
Ep   62 |OrigR: 229.0 ShpR: 583.4 |X: 309.0( 578.0) AvgX100: 293.2 |AvgR: 462.3 |Ls:0.7216 |Eps:0.8562 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:304.1 BS:300.0 B168 |SP: 24.6 | RB:  - | CLR:  -
Ep   63 |OrigR: 217.0 ShpR: 564.2 |X: 285.0( 578.0) AvgX100: 293.1 |AvgR: 464.0 |Ls:0.7123 |Eps:0.8541 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:303.2 BS:300.0 B167 |SP: 23.2 | RB:  - | CLR:  -
Ep   64 |OrigR: 174.0 ShpR: 451.9 |X: 281.0( 578.0) AvgX100: 292.9 |AvgR: 463.8 |Ls:0.7508 |Eps:0.8520 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:302.3 BS:300.0 B166 |SP: 22.3 | RB:  - | CLR:  -
Ep   65 |OrigR: 192.0 ShpR: 500.7 |X: 275.0( 578.0) AvgX100: 292.6 |AvgR: 464.3 |Ls:0.7509 |Eps:0.8498 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:301.4 BS:300.0 B165 |SP: 21.4 | RB:  - | CLR:  -
Ep   66 |OrigR: 207.0 ShpR: 537.7 |X: 284.0( 578.0) AvgX100: 292.5 |AvgR: 465.5 |Ls:0.7505 |Eps:0.8477 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:300.5 BS:300.0 B164 |SP: 20.5 | RB:  - | CLR:  -
Ep   67 |OrigR: 203.0 ShpR: 526.8 |X: 283.0( 578.0) AvgX100: 292.3 |AvgR: 466.4 |Ls:0.7134 |Eps:0.8456 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:299.6 BS:300.0 B163 |SP: 19.6 | RB:  - | CLR:  -
Ep   68 |OrigR: 221.0 ShpR: 567.6 |X: 297.0( 578.0) AvgX100: 292.4 |AvgR: 467.9 |Ls:0.6692 |Eps:0.8435 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.9 BS:300.0 B162 |SP: 18.4 | RB:  - | CLR:  -
Ep   69 |OrigR: 153.0 ShpR: 405.8 |X: 254.0( 578.0) AvgX100: 291.8 |AvgR: 467.0 |Ls:0.6795 |Eps:0.8414 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.8 BS:300.0 B161 |SP: 18.8 | RB:  - | CLR:  -
Ep   70 |OrigR: 181.0 ShpR: 473.6 |X: 278.0( 578.0) AvgX100: 291.6 |AvgR: 467.1 |Ls:0.7086 |Eps:0.8393 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.6 BS:300.0 B160 |SP: 18.6 | RB:  - | CLR:  -
Ep   71 |OrigR: 183.0 ShpR: 415.8 |X: 399.0( 578.0) AvgX100: 293.2 |AvgR: 466.3 |Ls:0.6398 |Eps:0.8372 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:302.0 BS:300.0 B159 |SP: 22.0 | RB:  - | CLR:  -
Ep   72 |OrigR: 204.0 ShpR: 531.4 |X: 276.0( 578.0) AvgX100: 292.9 |AvgR: 467.2 |Ls:0.6138 |Eps:0.8351 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:301.1 BS:300.0 B158 |SP: 21.1 | RB:  - | CLR:  -
Ep   73 |OrigR: 207.0 ShpR: 535.7 |X: 279.0( 578.0) AvgX100: 292.7 |AvgR: 468.2 |Ls:0.5527 |Eps:0.8330 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:300.2 BS:300.0 B157 |SP: 20.2 | RB:  - | CLR:  -
Ep   74 |OrigR: 206.0 ShpR: 536.6 |X: 281.0( 578.0) AvgX100: 292.6 |AvgR: 469.1 |Ls:0.5779 |Eps:0.8309 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:299.3 BS:300.0 B156 |SP: 19.3 | RB:  - | CLR:  -
Ep   75 |OrigR:  83.0 ShpR: 217.3 |X: 274.0( 578.0) AvgX100: 292.3 |AvgR: 465.7 |Ls:0.4851 |Eps:0.8288 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.9 BS:300.0 B155 |SP: 18.9 | RB:  - | CLR:  -
Ep   76 |OrigR: 130.0 ShpR: 330.5 |X: 292.0( 578.0) AvgX100: 292.3 |AvgR: 464.0 |Ls:0.4810 |Eps:0.8268 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.8 BS:300.0 B154 |SP: 18.8 | RB:  - | CLR:  -
Ep   77 |OrigR: 203.0 ShpR: 526.8 |X: 277.0( 578.0) AvgX100: 292.1 |AvgR: 464.8 |Ls:0.4809 |Eps:0.8247 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.6 BS:300.0 B153 |SP: 18.6 | RB:  - | CLR:  -
Ep   78 |OrigR: 180.0 ShpR: 466.0 |X: 280.0( 578.0) AvgX100: 292.0 |AvgR: 464.8 |Ls:0.4979 |Eps:0.8226 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.4 BS:300.0 B152 |SP: 18.4 | RB:  - | CLR:  -
Ep   79 |OrigR: 178.0 ShpR: 483.3 |X: 274.0( 578.0) AvgX100: 291.7 |AvgR: 465.0 |Ls:0.4776 |Eps:0.8206 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.3 BS:300.0 B151 |SP: 18.3 | RB:  - | CLR:  -
Ep   80 |OrigR: 202.0 ShpR: 519.7 |X: 287.0( 578.0) AvgX100: 291.7 |AvgR: 465.7 |Ls:0.4826 |Eps:0.8185 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.1 BS:300.0 B150 |SP: 18.1 | RB:  - | CLR:  -
Ep   81 |OrigR: 168.0 ShpR: 436.8 |X: 275.0( 578.0) AvgX100: 291.5 |AvgR: 465.4 |Ls:0.4246 |Eps:0.8165 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:298.0 BS:300.0 B149 |SP: 18.0 | RB:  - | CLR:  -
Ep   82 |OrigR: 185.0 ShpR: 478.0 |X: 286.0( 578.0) AvgX100: 291.4 |AvgR: 465.5 |Ls:0.4354 |Eps:0.8144 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:297.9 BS:300.0 B148 |SP: 17.9 | RB:  - | CLR:  -
Ep   83 |OrigR: 197.0 ShpR: 506.2 |X: 288.0( 578.0) AvgX100: 291.4 |AvgR: 466.0 |Ls:0.3441 |Eps:0.8124 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:297.7 BS:300.0 B147 |SP: 17.7 | RB:  - | CLR:  -
Ep   84 |OrigR: 195.0 ShpR: 506.0 |X: 274.0( 578.0) AvgX100: 291.2 |AvgR: 466.5 |Ls:0.3775 |Eps:0.8104 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:297.6 BS:300.0 B146 |SP: 17.6 | RB:  - | CLR:  -
Ep   85 |OrigR: 164.0 ShpR: 434.9 |X: 271.0( 578.0) AvgX100: 290.9 |AvgR: 466.1 |Ls:0.3865 |Eps:0.8083 |LR:1.25e-04 |Gm:0.950 |Fl:.(0/100)0 |DZ:297.4 BS:300.0 B145 |SP: 17.4 | RB:  - | CLR:  -
